uik;okrug;tik;voters;turnout_pct;candidates_with_pct
1337;Промышленный;Кинель-Черкасская;190;75.79;Венедиктов: 16.0%, Живайкин: 31.2%, Матвеев: 24.3%, Минаев: 13.9%, Плетнева: 7.6%, Саранцева: 4.2%
1338;Промышленный;Кинель-Черкасская;252;75.40;Венедиктов: 3.7%, Живайкин: 51.0%, Матвеев: 19.5%, Минаев: 6.3%, Плетнева: 6.3%, Саранцева: 8.9%
1339;Промышленный;Кинель-Черкасская;241;81.74;Венедиктов: 8.1%, Живайкин: 36.0%, Матвеев: 25.4%, Минаев: 9.1%, Плетнева: 5.6%, Саранцева: 9.6%
1340;Промышленный;Кинель-Черкасская;1030;66.99;Венедиктов: 10.3%, Живайкин: 41.0%, Матвеев: 21.6%, Минаев: 7.4%, Плетнева: 5.9%, Саранцева: 4.8%
1341;Промышленный;Кинель-Черкасская;258;81.40;Венедиктов: 9.5%, Живайкин: 40.0%, Матвеев: 26.2%, Минаев: 8.1%, Плетнева: 7.1%, Саранцева: 5.7%
1342;Промышленный;Кинель-Черкасская;1090;75.50;Венедиктов: 10.2%, Живайкин: 38.1%, Матвеев: 23.0%, Минаев: 8.1%, Плетнева: 6.0%, Саранцева: 5.5%
1343;Промышленный;Кинель-Черкасская;303;72.94;Венедиктов: 11.3%, Живайкин: 40.3%, Матвеев: 19.9%, Минаев: 11.8%, Плетнева: 4.1%, Саранцева: 8.6%
1344;Промышленный;Кинель-Черкасская;143;81.12;Венедиктов: 4.3%, Живайкин: 64.7%, Матвеев: 10.3%, Минаев: 7.8%, Плетнева: 6.9%, Саранцева: 4.3%
1345;Промышленный;Кинель-Черкасская;1015;62.56;Венедиктов: 8.0%, Живайкин: 49.0%, Матвеев: 22.5%, Минаев: 6.5%, Плетнева: 4.2%, Саранцева: 6.9%
1346;Промышленный;Кинель-Черкасская;864;76.62;Венедиктов: 5.7%, Живайкин: 53.0%, Матвеев: 20.4%, Минаев: 6.5%, Плетнева: 4.1%, Саранцева: 5.6%
1347;Промышленный;Кинель-Черкасская;1166;42.02;Венедиктов: 10.6%, Живайкин: 31.8%, Матвеев: 22.0%, Минаев: 8.0%, Плетнева: 8.2%, Саранцева: 9.6%
1348;Промышленный;Кинель-Черкасская;620;46.13;Венедиктов: 10.5%, Живайкин: 34.3%, Матвеев: 22.0%, Минаев: 7.7%, Плетнева: 9.4%, Саранцева: 8.7%
1349;Промышленный;Кинель-Черкасская;820;59.51;Венедиктов: 12.9%, Живайкин: 35.7%, Матвеев: 23.2%, Минаев: 7.2%, Плетнева: 5.9%, Саранцева: 5.1%
1350;Промышленный;Кинель-Черкасская;109;76.15;Венедиктов: 7.2%, Живайкин: 50.6%, Матвеев: 27.7%, Минаев: 3.6%, Плетнева: 3.6%, Саранцева: 6.0%
4601;Промышленный;Кинельская;555;78.56;Венедиктов: 5.7%, Живайкин: 51.4%, Матвеев: 24.5%, Минаев: 3.4%, Плетнева: 4.4%, Саранцева: 4.4%
4602;Промышленный;Кинельская;1421;65.66;Венедиктов: 9.3%, Живайкин: 42.7%, Матвеев: 28.5%, Минаев: 2.7%, Плетнева: 5.6%, Саранцева: 5.2%
4603;Промышленный;Кинельская;424;69.34;Венедиктов: 6.1%, Живайкин: 67.0%, Матвеев: 9.2%, Минаев: 2.4%, Плетнева: 4.8%, Саранцева: 4.4%
4604;Промышленный;Кинельская;934;68.31;Венедиктов: 8.5%, Живайкин: 50.2%, Матвеев: 20.1%, Минаев: 5.0%, Плетнева: 6.1%, Саранцева: 6.0%
4605;Промышленный;Кинельская;329;83.28;Венедиктов: 8.8%, Живайкин: 65.7%, Матвеев: 15.7%, Минаев: 3.3%, Плетнева: 4.0%, Саранцева: 2.5%
4606;Промышленный;Кинельская;2726;47.95;Венедиктов: 7.0%, Живайкин: 53.9%, Матвеев: 19.8%, Минаев: 2.8%, Плетнева: 4.3%, Саранцева: 5.4%
4607;Промышленный;Кинельская;345;86.67;Венедиктов: 8.4%, Живайкин: 62.9%, Матвеев: 17.1%, Минаев: 3.7%, Плетнева: 4.0%, Саранцева: 3.3%
4608;Промышленный;Кинельская;114;77.19;Венедиктов: 12.5%, Живайкин: 60.2%, Матвеев: 18.2%, Минаев: 5.7%, Плетнева: 2.3%, Саранцева: 1.1%
4609;Промышленный;Кинельская;246;89.43;Венедиктов: 0.9%, Живайкин: 83.6%, Матвеев: 10.4%, Минаев: 0.9%, Плетнева: 1.4%, Саранцева: 2.7%
4610;Промышленный;Кинельская;107;79.44;Венедиктов: 5.9%, Живайкин: 71.8%, Матвеев: 11.8%, Минаев: 2.4%, Плетнева: 4.7%, Саранцева: 3.5%
4611;Промышленный;Кинельская;1417;69.37;Венедиктов: 6.2%, Живайкин: 53.2%, Матвеев: 21.3%, Минаев: 4.7%, Плетнева: 7.8%, Саранцева: 4.5%
4612;Промышленный;Кинельская;286;89.16;Венедиктов: 5.1%, Живайкин: 68.6%, Матвеев: 12.2%, Минаев: 5.9%, Плетнева: 3.1%, Саранцева: 1.6%
4613;Промышленный;Кинельская;1422;61.11;Венедиктов: 8.9%, Живайкин: 41.2%, Матвеев: 31.5%, Минаев: 4.3%, Плетнева: 5.5%, Саранцева: 4.5%
4614;Промышленный;Кинельская;251;83.27;Венедиктов: 6.2%, Живайкин: 70.8%, Матвеев: 11.5%, Минаев: 4.3%, Плетнева: 1.9%, Саранцева: 2.4%
4615;Промышленный;Кинельская;2405;70.52;Венедиктов: 4.1%, Живайкин: 68.7%, Матвеев: 13.2%, Минаев: 2.3%, Плетнева: 4.3%, Саранцева: 2.4%
4616;Промышленный;Кинельская;97;92.78;Венедиктов: 3.3%, Живайкин: 90.0%, Матвеев: 2.2%, Минаев: 3.3%, Плетнева: 1.1%, Саранцева: 0.0%
4617;Промышленный;Кинельская;158;78.48;Венедиктов: 4.8%, Живайкин: 73.4%, Матвеев: 13.7%, Минаев: 2.4%, Плетнева: 3.2%, Саранцева: 2.4%
4618;Промышленный;Кинельская;298;60.07;Венедиктов: 5.6%, Живайкин: 57.5%, Матвеев: 21.2%, Минаев: 5.6%, Плетнева: 4.5%, Саранцева: 5.0%
4619;Промышленный;Кинельская;102;87.25;Венедиктов: 3.4%, Живайкин: 77.5%, Матвеев: 9.0%, Минаев: 1.1%, Плетнева: 9.0%, Саранцева: 0.0%
4620;Промышленный;Кинельская;867;74.16;Венедиктов: 8.8%, Живайкин: 62.7%, Матвеев: 20.0%, Минаев: 1.4%, Плетнева: 4.9%, Саранцева: 2.2%
4621;Промышленный;Кинельская;1540;71.17;Венедиктов: 3.2%, Живайкин: 79.9%, Матвеев: 10.8%, Минаев: 1.4%, Плетнева: 1.8%, Саранцева: 1.6%
4622;Промышленный;Кинельская;812;88.42;Венедиктов: 4.5%, Живайкин: 77.3%, Матвеев: 9.5%, Минаев: 2.5%, Плетнева: 2.8%, Саранцева: 1.5%
4623;Промышленный;Кинельская;387;82.17;Венедиктов: 2.2%, Живайкин: 83.7%, Матвеев: 8.8%, Минаев: 1.6%, Плетнева: 2.2%, Саранцева: 0.3%
4624;Промышленный;Кинельская;442;78.96;Венедиктов: 3.4%, Живайкин: 85.1%, Матвеев: 7.5%, Минаев: 0.6%, Плетнева: 2.3%, Саранцева: 0.9%
4625;Промышленный;Кинельская;1293;61.41;Венедиктов: 3.0%, Живайкин: 73.0%, Матвеев: 13.5%, Минаев: 2.4%, Плетнева: 2.4%, Саранцева: 2.6%
4626;Промышленный;Кинельская;780;57.05;Венедиктов: 12.2%, Живайкин: 45.8%, Матвеев: 22.9%, Минаев: 4.5%, Плетнева: 7.0%, Саранцева: 4.1%
4627;Промышленный;Кинельская;184;62.50;Венедиктов: 7.0%, Живайкин: 58.3%, Матвеев: 20.9%, Минаев: 7.8%, Плетнева: 5.2%, Саранцева: 0.0%
4628;Промышленный;Кинельская;111;82.88;Венедиктов: 7.6%, Живайкин: 73.9%, Матвеев: 9.8%, Минаев: 1.1%, Плетнева: 4.3%, Саранцева: 3.3%
1201;Промышленный;Кинельская городская;1342;51.04;Венедиктов: 6.7%, Живайкин: 46.6%, Матвеев: 27.4%, Минаев: 3.9%, Плетнева: 6.9%, Саранцева: 4.2%
1202;Промышленный;Кинельская городская;919;37.21;Венедиктов: 10.2%, Живайкин: 36.3%, Матвеев: 28.6%, Минаев: 4.1%, Плетнева: 8.5%, Саранцева: 3.8%
1203;Промышленный;Кинельская городская;1311;45.54;Венедиктов: 12.1%, Живайкин: 46.0%, Матвеев: 23.3%, Минаев: 3.7%, Плетнева: 8.1%, Саранцева: 5.2%
1204;Промышленный;Кинельская городская;883;44.96;Венедиктов: 7.3%, Живайкин: 44.1%, Матвеев: 29.5%, Минаев: 3.0%, Плетнева: 8.1%, Саранцева: 2.5%
1205;Промышленный;Кинельская городская;982;47.56;Венедиктов: 6.4%, Живайкин: 54.3%, Матвеев: 19.1%, Минаев: 3.9%, Плетнева: 7.1%, Саранцева: 4.9%
1206;Промышленный;Кинельская городская;694;49.86;Венедиктов: 8.1%, Живайкин: 51.6%, Матвеев: 24.9%, Минаев: 3.5%, Плетнева: 5.8%, Саранцева: 4.3%
1207;Промышленный;Кинельская городская;832;38.82;Венедиктов: 8.7%, Живайкин: 35.9%, Матвеев: 36.8%, Минаев: 5.3%, Плетнева: 7.4%, Саранцева: 2.8%
1208;Промышленный;Кинельская городская;1345;51.30;Венедиктов: 6.8%, Живайкин: 40.6%, Матвеев: 31.4%, Минаев: 3.6%, Плетнева: 7.4%, Саранцева: 4.1%
1209;Промышленный;Кинельская городская;1882;48.30;Венедиктов: 7.7%, Живайкин: 51.6%, Матвеев: 25.3%, Минаев: 3.2%, Плетнева: 7.6%, Саранцева: 3.1%
1210;Промышленный;Кинельская городская;1072;49.72;Венедиктов: 4.1%, Живайкин: 66.8%, Матвеев: 18.6%, Минаев: 2.2%, Плетнева: 5.4%, Саранцева: 2.8%
1211;Промышленный;Кинельская городская;1988;56.19;Венедиктов: 9.4%, Живайкин: 39.1%, Матвеев: 31.6%, Минаев: 3.0%, Плетнева: 8.2%, Саранцева: 4.4%
1212;Промышленный;Кинельская городская;966;51.86;Венедиктов: 6.8%, Живайкин: 44.1%, Матвеев: 32.3%, Минаев: 3.6%, Плетнева: 6.6%, Саранцева: 4.8%
1213;Промышленный;Кинельская городская;1430;61.75;Венедиктов: 7.7%, Живайкин: 46.4%, Матвеев: 27.3%, Минаев: 2.8%, Плетнева: 6.7%, Саранцева: 4.8%
1214;Промышленный;Кинельская городская;1071;56.21;Венедиктов: 8.5%, Живайкин: 41.9%, Матвеев: 25.9%, Минаев: 5.7%, Плетнева: 8.6%, Саранцева: 5.3%
1215;Промышленный;Кинельская городская;866;48.15;Венедиктов: 10.6%, Живайкин: 41.2%, Матвеев: 26.9%, Минаев: 3.4%, Плетнева: 7.4%, Саранцева: 3.8%
1216;Промышленный;Кинельская городская;755;48.08;Венедиктов: 9.1%, Живайкин: 43.5%, Матвеев: 27.6%, Минаев: 5.0%, Плетнева: 6.1%, Саранцева: 5.2%
1217;Промышленный;Кинельская городская;1439;48.02;Венедиктов: 10.6%, Живайкин: 36.2%, Матвеев: 29.7%, Минаев: 4.2%, Плетнева: 8.2%, Саранцева: 5.2%
1218;Промышленный;Кинельская городская;648;66.67;Венедиктов: 7.9%, Живайкин: 36.1%, Матвеев: 29.2%, Минаев: 4.6%, Плетнева: 8.3%, Саранцева: 6.0%
1219;Промышленный;Кинельская городская;984;52.54;Венедиктов: 7.5%, Живайкин: 34.0%, Матвеев: 38.1%, Минаев: 3.7%, Плетнева: 7.5%, Саранцева: 4.8%
1220;Промышленный;Кинельская городская;1352;51.04;Венедиктов: 8.7%, Живайкин: 29.6%, Матвеев: 37.1%, Минаев: 5.1%, Плетнева: 11.2%, Саранцева: 2.3%
1221;Промышленный;Кинельская городская;709;52.75;Венедиктов: 9.1%, Живайкин: 37.7%, Матвеев: 29.1%, Минаев: 5.1%, Плетнева: 11.0%, Саранцева: 4.3%
1222;Промышленный;Кинельская городская;868;69.47;Венедиктов: 11.9%, Живайкин: 40.0%, Матвеев: 28.0%, Минаев: 4.3%, Плетнева: 6.6%, Саранцева: 3.6%
1223;Промышленный;Кинельская городская;681;68.43;Венедиктов: 4.5%, Живайкин: 55.4%, Матвеев: 20.0%, Минаев: 4.5%, Плетнева: 10.1%, Саранцева: 3.4%
1224;Промышленный;Кинельская городская;1971;51.14;Венедиктов: 7.9%, Живайкин: 29.0%, Матвеев: 41.9%, Минаев: 3.1%, Плетнева: 8.6%, Саранцева: 5.6%
1225;Промышленный;Кинельская городская;1679;58.31;Венедиктов: 5.9%, Живайкин: 25.5%, Матвеев: 46.2%, Минаев: 2.5%, Плетнева: 9.3%, Саранцева: 4.3%
1226;Промышленный;Кинельская городская;849;58.19;Венедиктов: 4.5%, Живайкин: 56.1%, Матвеев: 27.7%, Минаев: 2.4%, Плетнева: 3.2%, Саранцева: 1.6%
1227;Промышленный;Кинельская городская;1223;53.23;Венедиктов: 6.8%, Живайкин: 33.5%, Матвеев: 39.5%, Минаев: 3.5%, Плетнева: 7.4%, Саранцева: 4.3%
1228;Промышленный;Кинельская городская;1857;56.44;Венедиктов: 7.7%, Живайкин: 42.4%, Матвеев: 29.0%, Минаев: 5.0%, Плетнева: 6.6%, Саранцева: 3.7%
1229;Промышленный;Кинельская городская;1589;45.50;Венедиктов: 7.6%, Живайкин: 33.5%, Матвеев: 34.6%, Минаев: 3.2%, Плетнева: 9.3%, Саранцева: 5.7%
1230;Промышленный;Кинельская городская;1793;45.34;Венедиктов: 4.3%, Живайкин: 43.0%, Матвеев: 38.4%, Минаев: 3.3%, Плетнева: 5.4%, Саранцева: 3.1%
1231;Промышленный;Кинельская городская;1420;56.06;Венедиктов: 8.9%, Живайкин: 29.0%, Матвеев: 40.2%, Минаев: 3.4%, Плетнева: 8.4%, Саранцева: 3.8%
1232;Промышленный;Кинельская городская;1385;56.46;Венедиктов: 8.8%, Живайкин: 39.0%, Матвеев: 32.0%, Минаев: 3.5%, Плетнева: 9.3%, Саранцева: 3.2%
5001;Промышленный;Самара, Промышленная;2052;26.51;Венедиктов: 10.5%, Живайкин: 32.9%, Матвеев: 30.5%, Минаев: 5.2%, Плетнева: 5.7%, Саранцева: 6.2%
5002;Промышленный;Самара, Промышленная;1924;25.94;Венедиктов: 13.0%, Живайкин: 29.5%, Матвеев: 24.4%, Минаев: 4.4%, Плетнева: 9.4%, Саранцева: 8.0%
5003;Промышленный;Самара, Промышленная;2518;21.37;Венедиктов: 12.4%, Живайкин: 30.9%, Матвеев: 33.3%, Минаев: 3.2%, Плетнева: 6.3%, Саранцева: 6.5%
5004;Промышленный;Самара, Промышленная;1434;25.87;Венедиктов: 13.8%, Живайкин: 26.1%, Матвеев: 32.9%, Минаев: 5.4%, Плетнева: 6.2%, Саранцева: 5.4%
5005;Промышленный;Самара, Промышленная;1669;29.00;Венедиктов: 7.4%, Живайкин: 25.2%, Матвеев: 45.2%, Минаев: 3.5%, Плетнева: 5.4%, Саранцева: 7.0%
5006;Промышленный;Самара, Промышленная;1398;30.40;Венедиктов: 13.7%, Живайкин: 28.0%, Матвеев: 29.4%, Минаев: 4.9%, Плетнева: 7.1%, Саранцева: 11.8%
5007;Промышленный;Самара, Промышленная;1421;30.40;Венедиктов: 11.1%, Живайкин: 25.5%, Матвеев: 40.3%, Минаев: 3.0%, Плетнева: 6.0%, Саранцева: 6.0%
5008;Промышленный;Самара, Промышленная;1549;31.83;Венедиктов: 8.5%, Живайкин: 29.8%, Матвеев: 35.3%, Минаев: 3.0%, Плетнева: 7.5%, Саранцева: 5.9%
5009;Промышленный;Самара, Промышленная;1555;34.02;Венедиктов: 8.9%, Живайкин: 27.6%, Матвеев: 39.9%, Минаев: 4.5%, Плетнева: 7.4%, Саранцева: 4.9%
5010;Промышленный;Самара, Промышленная;1828;28.39;Венедиктов: 6.4%, Живайкин: 30.6%, Матвеев: 37.0%, Минаев: 4.8%, Плетнева: 6.5%, Саранцева: 7.3%
5011;Промышленный;Самара, Промышленная;2125;32.85;Венедиктов: 11.2%, Живайкин: 24.6%, Матвеев: 41.3%, Минаев: 3.9%, Плетнева: 6.3%, Саранцева: 5.9%
5012;Промышленный;Самара, Промышленная;3037;30.33;Венедиктов: 21.6%, Живайкин: 38.6%, Матвеев: 24.8%, Минаев: 4.2%, Плетнева: 6.1%, Саранцева: 3.7%
5013;Промышленный;Самара, Промышленная;2555;33.89;Венедиктов: 7.7%, Живайкин: 20.4%, Матвеев: 48.1%, Минаев: 2.9%, Плетнева: 7.6%, Саранцева: 5.9%
5014;Промышленный;Самара, Промышленная;2293;33.19;Венедиктов: 8.7%, Живайкин: 28.5%, Матвеев: 40.5%, Минаев: 3.4%, Плетнева: 5.8%, Саранцева: 8.4%
5015;Промышленный;Самара, Промышленная;2016;29.61;Венедиктов: 11.4%, Живайкин: 28.1%, Матвеев: 40.6%, Минаев: 3.9%, Плетнева: 5.9%, Саранцева: 4.7%
5016;Промышленный;Самара, Промышленная;1826;31.71;Венедиктов: 10.7%, Живайкин: 25.1%, Матвеев: 41.4%, Минаев: 3.3%, Плетнева: 6.1%, Саранцева: 6.9%
5017;Промышленный;Самара, Промышленная;2272;38.73;Венедиктов: 12.1%, Живайкин: 23.2%, Матвеев: 37.3%, Минаев: 3.2%, Плетнева: 9.1%, Саранцева: 10.2%
5018;Промышленный;Самара, Промышленная;1337;29.17;Венедиктов: 9.5%, Живайкин: 30.3%, Матвеев: 39.2%, Минаев: 4.6%, Плетнева: 6.9%, Саранцева: 4.4%
5019;Промышленный;Самара, Промышленная;2694;40.83;Венедиктов: 10.0%, Живайкин: 28.3%, Матвеев: 38.2%, Минаев: 4.4%, Плетнева: 6.8%, Саранцева: 6.9%
5020;Промышленный;Самара, Промышленная;1355;35.13;Венедиктов: 8.0%, Живайкин: 24.2%, Матвеев: 39.9%, Минаев: 4.4%, Плетнева: 6.1%, Саранцева: 8.0%
5021;Промышленный;Самара, Промышленная;2001;30.28;Венедиктов: 9.1%, Живайкин: 28.6%, Матвеев: 39.8%, Минаев: 4.5%, Плетнева: 6.1%, Саранцева: 5.9%
5022;Промышленный;Самара, Промышленная;1435;25.09;Венедиктов: 8.1%, Живайкин: 36.9%, Матвеев: 32.8%, Минаев: 1.9%, Плетнева: 7.5%, Саранцева: 5.6%
5023;Промышленный;Самара, Промышленная;1378;33.38;Венедиктов: 8.0%, Живайкин: 27.0%, Матвеев: 39.1%, Минаев: 2.6%, Плетнева: 6.3%, Саранцева: 10.0%
5024;Промышленный;Самара, Промышленная;2256;29.65;Венедиктов: 8.4%, Живайкин: 22.9%, Матвеев: 45.3%, Минаев: 4.2%, Плетнева: 7.0%, Саранцева: 7.3%
5025;Промышленный;Самара, Промышленная;1706;33.24;Венедиктов: 10.2%, Живайкин: 27.7%, Матвеев: 40.4%, Минаев: 4.1%, Плетнева: 6.5%, Саранцева: 6.9%
5026;Промышленный;Самара, Промышленная;1595;29.84;Венедиктов: 11.1%, Живайкин: 24.4%, Матвеев: 38.2%, Минаев: 4.4%, Плетнева: 7.3%, Саранцева: 6.3%
5027;Промышленный;Самара, Промышленная;2507;30.59;Венедиктов: 7.5%, Живайкин: 23.7%, Матвеев: 44.8%, Минаев: 2.9%, Плетнева: 7.7%, Саранцева: 7.8%
5028;Промышленный;Самара, Промышленная;2228;38.20;Венедиктов: 8.6%, Живайкин: 24.9%, Матвеев: 45.2%, Минаев: 3.3%, Плетнева: 6.9%, Саранцева: 5.4%
5029;Промышленный;Самара, Промышленная;2019;31.70;Венедиктов: 10.0%, Живайкин: 25.6%, Матвеев: 39.1%, Минаев: 3.8%, Плетнева: 8.6%, Саранцева: 6.2%
5030;Промышленный;Самара, Промышленная;1236;24.03;Венедиктов: 10.1%, Живайкин: 24.2%, Матвеев: 37.7%, Минаев: 3.7%, Плетнева: 9.1%, Саранцева: 8.4%
5031;Промышленный;Самара, Промышленная;2669;35.97;Венедиктов: 13.0%, Живайкин: 33.9%, Матвеев: 21.2%, Минаев: 7.9%, Плетнева: 8.2%, Саранцева: 8.4%
5032;Промышленный;Самара, Промышленная;1941;37.97;Венедиктов: 9.1%, Живайкин: 25.5%, Матвеев: 45.2%, Минаев: 3.8%, Плетнева: 6.4%, Саранцева: 6.5%
5033;Промышленный;Самара, Промышленная;1415;36.40;Венедиктов: 11.3%, Живайкин: 21.6%, Матвеев: 42.3%, Минаев: 4.5%, Плетнева: 6.0%, Саранцева: 6.4%
5034;Промышленный;Самара, Промышленная;1989;35.09;Венедиктов: 8.4%, Живайкин: 25.8%, Матвеев: 41.8%, Минаев: 4.4%, Плетнева: 7.3%, Саранцева: 6.9%
5035;Промышленный;Самара, Промышленная;1674;38.53;Венедиктов: 8.5%, Живайкин: 26.5%, Матвеев: 42.2%, Минаев: 3.9%, Плетнева: 7.8%, Саранцева: 6.2%
5036;Промышленный;Самара, Промышленная;1617;34.26;Венедиктов: 10.5%, Живайкин: 18.6%, Матвеев: 46.0%, Минаев: 3.8%, Плетнева: 7.0%, Саранцева: 8.1%
5037;Промышленный;Самара, Промышленная;1729;38.58;Венедиктов: 4.8%, Живайкин: 59.5%, Матвеев: 21.9%, Минаев: 3.1%, Плетнева: 3.8%, Саранцева: 3.0%
5038;Промышленный;Самара, Промышленная;1694;42.74;Венедиктов: 7.5%, Живайкин: 60.6%, Матвеев: 15.6%, Минаев: 3.0%, Плетнева: 5.9%, Саранцева: 6.1%
5039;Промышленный;Самара, Промышленная;2055;35.13;Венедиктов: 9.0%, Живайкин: 22.4%, Матвеев: 48.3%, Минаев: 3.6%, Плетнева: 5.8%, Саранцева: 5.7%
5040;Промышленный;Самара, Промышленная;2062;31.72;Венедиктов: 4.9%, Живайкин: 56.9%, Матвеев: 25.7%, Минаев: 2.9%, Плетнева: 6.3%, Саранцева: 3.1%
5041;Промышленный;Самара, Промышленная;2049;42.02;Венедиктов: 8.9%, Живайкин: 30.9%, Матвеев: 43.1%, Минаев: 4.0%, Плетнева: 4.9%, Саранцева: 5.6%
5042;Промышленный;Самара, Промышленная;2104;40.21;Венедиктов: 9.2%, Живайкин: 28.0%, Матвеев: 42.8%, Минаев: 3.9%, Плетнева: 7.1%, Саранцева: 5.7%
5043;Промышленный;Самара, Промышленная;1965;31.35;Венедиктов: 9.9%, Живайкин: 23.5%, Матвеев: 46.4%, Минаев: 3.2%, Плетнева: 6.3%, Саранцева: 6.2%
5044;Промышленный;Самара, Промышленная;1907;38.44;Венедиктов: 8.9%, Живайкин: 25.0%, Матвеев: 46.0%, Минаев: 3.5%, Плетнева: 5.9%, Саранцева: 4.2%
5045;Промышленный;Самара, Промышленная;1644;37.59;Венедиктов: 8.2%, Живайкин: 24.8%, Матвеев: 45.3%, Минаев: 2.4%, Плетнева: 7.0%, Саранцева: 7.6%
5046;Промышленный;Самара, Промышленная;2091;36.73;Венедиктов: 10.6%, Живайкин: 22.8%, Матвеев: 46.6%, Минаев: 2.3%, Плетнева: 5.5%, Саранцева: 5.1%
5047;Промышленный;Самара, Промышленная;1660;36.81;Венедиктов: 9.0%, Живайкин: 25.9%, Матвеев: 39.8%, Минаев: 3.3%, Плетнева: 7.0%, Саранцева: 7.7%
5048;Промышленный;Самара, Промышленная;1797;36.89;Венедиктов: 10.1%, Живайкин: 25.0%, Матвеев: 43.7%, Минаев: 3.0%, Плетнева: 5.0%, Саранцева: 7.2%
5049;Промышленный;Самара, Промышленная;1546;36.29;Венедиктов: 8.7%, Живайкин: 24.2%, Матвеев: 44.4%, Минаев: 3.0%, Плетнева: 6.6%, Саранцева: 7.1%
5050;Промышленный;Самара, Промышленная;1608;39.68;Венедиктов: 8.2%, Живайкин: 21.8%, Матвеев: 48.4%, Минаев: 3.4%, Плетнева: 6.0%, Саранцева: 4.8%
5051;Промышленный;Самара, Промышленная;1783;45.71;Венедиктов: 11.5%, Живайкин: 23.9%, Матвеев: 41.1%, Минаев: 3.7%, Плетнева: 7.1%, Саранцева: 7.2%
5052;Промышленный;Самара, Промышленная;1840;43.26;Венедиктов: 13.1%, Живайкин: 22.7%, Матвеев: 44.0%, Минаев: 3.4%, Плетнева: 6.3%, Саранцева: 5.7%
5053;Промышленный;Самара, Промышленная;2099;38.45;Венедиктов: 13.1%, Живайкин: 22.7%, Матвеев: 43.7%, Минаев: 2.5%, Плетнева: 6.4%, Саранцева: 6.6%
5054;Промышленный;Самара, Промышленная;1827;39.03;Венедиктов: 12.2%, Живайкин: 22.2%, Матвеев: 41.0%, Минаев: 4.6%, Плетнева: 8.3%, Саранцева: 7.3%
5055;Промышленный;Самара, Промышленная;1803;40.99;Венедиктов: 14.8%, Живайкин: 26.7%, Матвеев: 41.3%, Минаев: 4.3%, Плетнева: 6.9%, Саранцева: 6.1%
5056;Промышленный;Самара, Промышленная;1618;40.98;Венедиктов: 10.9%, Живайкин: 22.3%, Матвеев: 46.5%, Минаев: 4.8%, Плетнева: 5.9%, Саранцева: 5.0%
5057;Промышленный;Самара, Промышленная;1804;38.86;Венедиктов: 13.6%, Живайкин: 29.5%, Матвеев: 39.7%, Минаев: 3.9%, Плетнева: 6.7%, Саранцева: 6.7%
5058;Промышленный;Самара, Промышленная;1945;41.39;Венедиктов: 15.8%, Живайкин: 22.9%, Матвеев: 40.8%, Минаев: 3.1%, Плетнева: 6.1%, Саранцева: 6.6%
5059;Промышленный;Самара, Промышленная;1994;39.47;Венедиктов: 9.3%, Живайкин: 38.2%, Матвеев: 39.0%, Минаев: 2.2%, Плетнева: 5.7%, Саранцева: 5.6%
5060;Промышленный;Самара, Промышленная;2120;41.04;Венедиктов: 11.7%, Живайкин: 23.8%, Матвеев: 42.4%, Минаев: 2.7%, Плетнева: 8.2%, Саранцева: 6.3%
5061;Промышленный;Самара, Промышленная;2118;40.93;Венедиктов: 16.7%, Живайкин: 20.5%, Матвеев: 43.9%, Минаев: 2.9%, Плетнева: 6.0%, Саранцева: 5.4%
5062;Промышленный;Самара, Промышленная;2784;39.87;Венедиктов: 17.6%, Живайкин: 22.4%, Матвеев: 40.2%, Минаев: 2.2%, Плетнева: 5.6%, Саранцева: 6.6%
5063;Промышленный;Самара, Промышленная;1964;36.15;Венедиктов: 12.1%, Живайкин: 25.5%, Матвеев: 39.9%, Минаев: 2.8%, Плетнева: 6.6%, Саранцева: 6.8%
5064;Промышленный;Самара, Промышленная;1633;36.31;Венедиктов: 10.6%, Живайкин: 27.3%, Матвеев: 39.3%, Минаев: 3.7%, Плетнева: 7.1%, Саранцева: 5.6%
5065;Промышленный;Самара, Промышленная;1912;41.47;Венедиктов: 11.5%, Живайкин: 23.1%, Матвеев: 41.7%, Минаев: 5.0%, Плетнева: 7.1%, Саранцева: 6.4%
5066;Промышленный;Самара, Промышленная;1688;33.77;Венедиктов: 7.4%, Живайкин: 24.2%, Матвеев: 46.3%, Минаев: 2.1%, Плетнева: 6.7%, Саранцева: 7.9%
5067;Промышленный;Самара, Промышленная;1710;32.05;Венедиктов: 6.6%, Живайкин: 45.1%, Матвеев: 36.1%, Минаев: 1.5%, Плетнева: 3.3%, Саранцева: 5.1%
5068;Промышленный;Самара, Промышленная;2791;39.73;Венедиктов: 13.5%, Живайкин: 24.3%, Матвеев: 40.5%, Минаев: 3.4%, Плетнева: 6.6%, Саранцева: 5.8%
5069;Промышленный;Самара, Промышленная;1638;39.26;Венедиктов: 13.2%, Живайкин: 30.2%, Матвеев: 40.1%, Минаев: 3.7%, Плетнева: 5.9%, Саранцева: 6.1%
5070;Промышленный;Самара, Промышленная;2166;36.52;Венедиктов: 11.6%, Живайкин: 24.3%, Матвеев: 45.5%, Минаев: 2.9%, Плетнева: 6.3%, Саранцева: 5.2%
